nom produit,numero AMM,Substances actives,identifiant usage,etat usage,dose retenue,dose retenue unite,delai avant recolte jour
ROMBLE,2250480,azoxystrobine (Azoxystrobin) 250.0 g/L,Maïs*Trt Sol*Champignons (autres que pythiacées),Autorisé,1.0,L/ha,
ROMBLE,2250480,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.0,L/ha,
ROMBLE,2250480,azoxystrobine (Azoxystrobin) 250.0 g/L,Maïs*Trt Part.Aer.*Maladies des taches foliaires,Autorisé,1.0,L/ha,
ROMBLE,2250480,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.0,L/ha,
ROMBLE,2250480,azoxystrobine (Azoxystrobin) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
RAPSAN TDI,2070221,métazachlore (Metazachlor) 400.0 g/L | quinmérac (Quinmerac) 100.0 g/L,Tournesol*Désherbage,Autorisé,1.87,L/ha,
EUSKATEL,2210166,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Fusarioses,Autorisé,0.8,L/ha,35.0
EUSKATEL,2210166,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,0.8,L/ha,35.0
EUSKATEL,2210166,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Piétin verse,Autorisé,0.8,L/ha,35.0
EUSKATEL,2210166,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,0.8,L/ha,35.0
EUSKATEL,2210166,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,0.8,L/ha,35.0
EUSKATEL,2210166,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,0.8,L/ha,35.0
EUSKATEL,2210166,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,0.8,L/ha,35.0
EUSKATEL,2210166,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,0.8,L/ha,35.0
EUSKATEL,2210166,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Piétin verse,Autorisé,0.8,L/ha,35.0
EUSKATEL,2210166,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,0.8,L/ha,35.0
EUSKATEL,2210166,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,0.8,L/ha,35.0
LIBERATOR XTRA,2250820,aclonifène (Aclonifen) 500.0 g/L | diflufénican (Diflufenican) 100.0 g/L,Blé*Désherbage,Autorisé,1.2,L/ha,
LIBERATOR XTRA,2250820,aclonifène (Aclonifen) 500.0 g/L | diflufénican (Diflufenican) 100.0 g/L,Orge*Désherbage,Autorisé,1.2,L/ha,
LIBERATOR XTRA,2250820,aclonifène (Aclonifen) 500.0 g/L | diflufénican (Diflufenican) 100.0 g/L,Orge*Désherbage,Autorisé,1.2,L/ha,
LIBERATOR XTRA,2250820,aclonifène (Aclonifen) 500.0 g/L | diflufénican (Diflufenican) 100.0 g/L,Blé*Désherbage,Autorisé,1.2,L/ha,
ISARD,9900251,diméthénamide-P (Dimethenamid-P) 720.0 g/L,Maïs*Désherbage,Autorisé,1.4,L/ha,100.0
ISARD,9900251,diméthénamide-P (Dimethenamid-P) 720.0 g/L,Maïs*Désherbage,Autorisé,1.2,L/ha,100.0
ISARD,9900251,diméthénamide-P (Dimethenamid-P) 720.0 g/L,Maïs*Désherbage,Autorisé,1.2,L/ha,90.0
ISARD,9900251,diméthénamide-P (Dimethenamid-P) 720.0 g/L,Maïs doux*Désherbage,Autorisé,1.4,L/ha,60.0
ISARD,9900251,diméthénamide-P (Dimethenamid-P) 720.0 g/L,Maïs*Désherbage,Autorisé,1.4,L/ha,90.0
CELEST GOLD NET,2110018,difénoconazole (Difenoconazole) 25.0 g/L | fludioxonil (Fludioxonil) 25.0 g/L,Orge*Trt Sem.*Champignons (autres que pythiacées),Autorisé,0.2,L/q,
CELEST GOLD NET,2110018,difénoconazole (Difenoconazole) 25.0 g/L | fludioxonil (Fludioxonil) 25.0 g/L,Blé*Trt Sem.*Champignons (autres que pythiacées),Autorisé,0.2,L/q,
ETHEVERSE,7800132,éthéphon (Ethephon) 480.0 g/L,Orge*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,0.75,L/ha,
ETHEVERSE,7800132,éthéphon (Ethephon) 480.0 g/L,Orge*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,1.0,L/ha,
ETHEVERSE,7800132,éthéphon (Ethephon) 480.0 g/L,Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,1.0,L/ha,
ETHEVERSE,7800132,éthéphon (Ethephon) 480.0 g/L,Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,0.6,L/ha,
LS PROTIM,2240545,metconazole (Metconazole) 48.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
LS PROTIM,2240545,metconazole (Metconazole) 48.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.0,L/ha,
LS PROTIM,2240545,metconazole (Metconazole) 48.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.0,L/ha,
LS PROTIM,2240545,metconazole (Metconazole) 48.0 g/L | prothioconazole (Prothioconazole) 100.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
DAGDA 250,2210840,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Fusarioses,Autorisé,0.8,L/ha,35.0
DAGDA 250,2210840,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,0.8,L/ha,35.0
DAGDA 250,2210840,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,0.8,L/ha,35.0
DAGDA 250,2210840,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Piétin verse,Autorisé,0.8,L/ha,35.0
DAGDA 250,2210840,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,0.8,L/ha,35.0
DAGDA 250,2210840,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,0.8,L/ha,35.0
DAGDA 250,2210840,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,0.8,L/ha,35.0
DAGDA 250,2210840,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Piétin verse,Autorisé,0.8,L/ha,35.0
DAGDA 250,2210840,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,0.8,L/ha,35.0
DAGDA 250,2210840,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,0.8,L/ha,35.0
DAGDA 250,2210840,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,0.8,L/ha,35.0
VIBALLA,2230008,halauxifène-méthyl (Halauxifen-methyl) 3.13 g/L,Tournesol*Désherbage,Autorisé,1.0,L/ha,
MOXA,2130247,trinéxapac-éthyl (Trinexapac) 250.0 g/L,Orge*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,0.6,L/ha,
MOXA,2130247,trinéxapac-éthyl (Trinexapac) 250.0 g/L,Orge*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,0.8,L/ha,
MOXA,2130247,trinéxapac-éthyl (Trinexapac) 250.0 g/L,Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,0.5,L/ha,
CLAYTON GENEVA,2250100,chlorantraniliprole (Chlorantraniliprole) 200.0 g/L,Maïs doux*Trt Part.Aer.*Chenilles phytophages,Autorisé,125.0,mL/ha,7.0
CLAYTON GENEVA,2250100,chlorantraniliprole (Chlorantraniliprole) 200.0 g/L,Maïs doux*Trt Part.Aer.*Chenilles phytophages,Autorisé,125.0,mL/ha,
CLAYTON GENEVA,2250100,chlorantraniliprole (Chlorantraniliprole) 200.0 g/L,Maïs*Trt Part.Aer.*Chenilles phytophages,Autorisé,125.0,mL/ha,
CLAYTON GENEVA,2250100,chlorantraniliprole (Chlorantraniliprole) 200.0 g/L,Maïs*Trt Part.Aer.*Chenilles phytophages,Autorisé,125.0,mL/ha,
CLAYTON GENEVA,2250100,chlorantraniliprole (Chlorantraniliprole) 200.0 g/L,Maïs*Trt Part.Aer.*Chenilles phytophages,Autorisé,125.0,mL/ha,
ACOIDAL 800 FLO,2170029,soufre triture (Sulphur) 800.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,10.0,L/ha,35.0
ANTILOPE XTRA,2250823,aclonifène (Aclonifen) 500.0 g/L | diflufénican (Diflufenican) 100.0 g/L,Orge*Désherbage,Autorisé,1.2,L/ha,
ANTILOPE XTRA,2250823,aclonifène (Aclonifen) 500.0 g/L | diflufénican (Diflufenican) 100.0 g/L,Orge*Désherbage,Autorisé,1.2,L/ha,
ANTILOPE XTRA,2250823,aclonifène (Aclonifen) 500.0 g/L | diflufénican (Diflufenican) 100.0 g/L,Blé*Désherbage,Autorisé,1.2,L/ha,
ANTILOPE XTRA,2250823,aclonifène (Aclonifen) 500.0 g/L | diflufénican (Diflufenican) 100.0 g/L,Blé*Désherbage,Autorisé,1.2,L/ha,
FUSILADE MAX,2000044,fluazifop-P (Fluazifop-P) 125.0 g/L,Tournesol*Désherbage,Autorisé,3.0,L/ha,90.0
FUSILADE MAX,2000044,fluazifop-P (Fluazifop-P) 125.0 g/L,Tournesol*Désherbage,Autorisé,1.5,L/ha,90.0
LAUREAT,9000198,diflufénican (Diflufenican) 25.0 g/L | chlorotoluron (Chlorotoluron) 400.0 g/L,Orge*Désherbage,Autorisé,4.5,L/ha,
LAUREAT,9000198,diflufénican (Diflufenican) 25.0 g/L | chlorotoluron (Chlorotoluron) 400.0 g/L,Blé*Désherbage,Autorisé,4.5,L/ha,
AMISTAR GOLD,2160724,difénoconazole (Difenoconazole) 125.0 g/L | azoxystrobine (Azoxystrobin) 125.0 g/L,Tournesol*Trt Part.Aer.*Phomopsis (1),Autorisé,1.0,L/ha,
AMISTAR GOLD,2160724,difénoconazole (Difenoconazole) 125.0 g/L | azoxystrobine (Azoxystrobin) 125.0 g/L,Tournesol*Trt Part.Aer.*Sclérotiniose,Autorisé,1.0,L/ha,
AMISTAR GOLD,2160724,difénoconazole (Difenoconazole) 125.0 g/L | azoxystrobine (Azoxystrobin) 125.0 g/L,Tournesol*Trt Part.Aer.*Phoma (1),Autorisé,1.0,L/ha,
AMISTAR GOLD,2160724,difénoconazole (Difenoconazole) 125.0 g/L | azoxystrobine (Azoxystrobin) 125.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
AMISTAR GOLD,2160724,difénoconazole (Difenoconazole) 125.0 g/L | azoxystrobine (Azoxystrobin) 125.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.0,L/ha,
PROTENDO 250 EC,2190395,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Piétin verse,Autorisé,0.8,L/ha,35.0
PROTENDO 250 EC,2190395,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,0.8,L/ha,35.0
PROTENDO 250 EC,2190395,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,0.8,L/ha,35.0
PROTENDO 250 EC,2190395,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,0.8,L/ha,35.0
PROTENDO 250 EC,2190395,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Fusarioses,Autorisé,0.8,L/ha,35.0
PROTENDO 250 EC,2190395,prothioconazole (Prothioconazole) 250.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,0.8,L/ha,35.0
PROTENDO 250 EC,2190395,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,0.8,L/ha,35.0
PROTENDO 250 EC,2190395,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Piétin verse,Autorisé,0.8,L/ha,35.0
PROTENDO 250 EC,2190395,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,0.8,L/ha,35.0
PROTENDO 250 EC,2190395,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,0.8,L/ha,35.0
PROTENDO 250 EC,2190395,prothioconazole (Prothioconazole) 250.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,0.8,L/ha,35.0
LEPINOX WG,2260041,Bacillus thuringiensis subsp. kurstaki EG2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 8500000000000 UFC/kg,Maïs*Trt Part.Aer.*Chenilles phytophages,Autorisé,1.0,kg/ha,2.0
LEPINOX WG,2260041,Bacillus thuringiensis subsp. kurstaki EG2348 (Bacillus thuringiensis subsp. Kurstaki strain EG 2348) 8500000000000 UFC/kg,Maïs doux*Trt Part.Aer.*Chenilles phytophages,Autorisé,1.0,kg/ha,2.0
LATITUDE XL,2150019,silthiofame (Silthiofam) 125.0 g/L,Orge*Trt Sem.*Champignons (autres que pythiacées),Autorisé,0.2,L/q,
LATITUDE XL,2150019,silthiofame (Silthiofam) 125.0 g/L,Blé*Trt Sem.*Champignons (autres que pythiacées),Autorisé,0.2,L/q,
ZOOM,2210568,fluxapyroxade (Fluxapyroxad) 63.3 g/L | méfentrifluconazole (Mefentrifluconazole) 66.7 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.5,L/ha,35.0
ZOOM,2210568,fluxapyroxade (Fluxapyroxad) 63.3 g/L | méfentrifluconazole (Mefentrifluconazole) 66.7 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.5,L/ha,35.0
ZOOM,2210568,fluxapyroxade (Fluxapyroxad) 63.3 g/L | méfentrifluconazole (Mefentrifluconazole) 66.7 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.5,L/ha,35.0
ZOOM,2210568,fluxapyroxade (Fluxapyroxad) 63.3 g/L | méfentrifluconazole (Mefentrifluconazole) 66.7 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.5,L/ha,35.0
IMTREX XE,2200891,fluxapyroxade (Fluxapyroxad) 62.5 g/L,Orge*Trt Part.Aer.*Piétin verse,Autorisé,2.0,L/ha,35.0
IMTREX XE,2200891,fluxapyroxade (Fluxapyroxad) 62.5 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,2.0,L/ha,35.0
IMTREX XE,2200891,fluxapyroxade (Fluxapyroxad) 62.5 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,2.0,L/ha,35.0
IMTREX XE,2200891,fluxapyroxade (Fluxapyroxad) 62.5 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,2.0,L/ha,35.0
IMTREX XE,2200891,fluxapyroxade (Fluxapyroxad) 62.5 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,2.0,L/ha,35.0
IMTREX XE,2200891,fluxapyroxade (Fluxapyroxad) 62.5 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,2.0,L/ha,35.0
IMTREX XE,2200891,fluxapyroxade (Fluxapyroxad) 62.5 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,2.0,L/ha,35.0
IMTREX XE,2200891,fluxapyroxade (Fluxapyroxad) 62.5 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,2.0,L/ha,35.0
IMTREX XE,2200891,fluxapyroxade (Fluxapyroxad) 62.5 g/L,Blé*Trt Part.Aer.*Piétin verse,Autorisé,2.0,L/ha,35.0
RUBIN PLUS,2190311,fludioxonil (Fludioxonil) 33.3 g/L | fluxapyroxade (Fluxapyroxad) 33.3 g/L | triticonazole (Triticonazole) 33.3 g/L,Orge*Trt Sem.*Champignons (autres que pythiacées),Autorisé,150.0,mL/q,
RUBIN PLUS,2190311,fludioxonil (Fludioxonil) 33.3 g/L | fluxapyroxade (Fluxapyroxad) 33.3 g/L | triticonazole (Triticonazole) 33.3 g/L,Blé*Trt Sem.*Champignons (autres que pythiacées),Autorisé,150.0,mL/q,
BEFLEX,2170455,béflubutamide (Beflubutamid) 500.0 g/L,Orge*Désherbage,Autorisé,0.5,L/ha,
BEFLEX,2170455,béflubutamide (Beflubutamid) 500.0 g/L,Blé*Désherbage,Autorisé,0.5,L/ha,
MAVRIK FLO,8900564,tau-fluvalinate (Tau-Fluvalinate) 240.0 g/L,Tournesol*Trt Part.Aer.*Pucerons,Autorisé,0.3,L/ha,
ISIX,2210567,méfentrifluconazole (Mefentrifluconazole) 95.0 g/L | pyraclostrobine (Pyraclostrobin) 100.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.5,L/ha,35.0
ISIX,2210567,méfentrifluconazole (Mefentrifluconazole) 95.0 g/L | pyraclostrobine (Pyraclostrobin) 100.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.5,L/ha,35.0
ISIX,2210567,méfentrifluconazole (Mefentrifluconazole) 95.0 g/L | pyraclostrobine (Pyraclostrobin) 100.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.5,L/ha,35.0
ISIX,2210567,méfentrifluconazole (Mefentrifluconazole) 95.0 g/L | pyraclostrobine (Pyraclostrobin) 100.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.5,L/ha,35.0
ARAPAHO,2171142,metconazole (Metconazole) 90.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.0,L/ha,35.0
ARAPAHO,2171142,metconazole (Metconazole) 90.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,35.0
ARAPAHO,2171142,metconazole (Metconazole) 90.0 g/L,Orge*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,35.0
ARAPAHO,2171142,metconazole (Metconazole) 90.0 g/L,Blé*Trt Part.Aer.*Oïdium(s),Autorisé,1.0,L/ha,35.0
ARAPAHO,2171142,metconazole (Metconazole) 90.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,1.0,L/ha,35.0
ARAPAHO,2171142,metconazole (Metconazole) 90.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,35.0
ARAPAHO,2171142,metconazole (Metconazole) 90.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.0,L/ha,35.0
VANOSTA ERA,2210785,prothioconazole (Prothioconazole) 150.0 g/L | benzovindiflupyr (Benzovindiflupyr) 75.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.0,L/ha,
VANOSTA ERA,2210785,prothioconazole (Prothioconazole) 150.0 g/L | benzovindiflupyr (Benzovindiflupyr) 75.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,1.0,L/ha,
VANOSTA ERA,2210785,prothioconazole (Prothioconazole) 150.0 g/L | benzovindiflupyr (Benzovindiflupyr) 75.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.0,L/ha,
MEDAX MAX,2170933,trinéxapac (Trinexapac) 75.0 g/kg | prohexadione-calcium (Prohexadione) 50.0 g/kg,Orge*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,1.0,kg/ha,
MEDAX MAX,2170933,trinéxapac (Trinexapac) 75.0 g/kg | prohexadione-calcium (Prohexadione) 50.0 g/kg,Orge*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,0.75,kg/ha,
MEDAX MAX,2170933,trinéxapac (Trinexapac) 75.0 g/kg | prohexadione-calcium (Prohexadione) 50.0 g/kg,Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,0.75,kg/ha,
MEDAX MAX,2170933,trinéxapac (Trinexapac) 75.0 g/kg | prohexadione-calcium (Prohexadione) 50.0 g/kg,Blé*Trt Part.Aer.*Régul. Croiss. Org. Aériens,Autorisé,0.5,kg/ha,
REVYSTAR,2190509,méfentrifluconazole (Mefentrifluconazole) 100.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.5,L/ha,35.0
REVYSTAR,2190509,méfentrifluconazole (Mefentrifluconazole) 100.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.5,L/ha,35.0
REVYSTAR,2190509,méfentrifluconazole (Mefentrifluconazole) 100.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.5,L/ha,35.0
REVYSTAR,2190509,méfentrifluconazole (Mefentrifluconazole) 100.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.5,L/ha,35.0
REVYSTAR,2190509,méfentrifluconazole (Mefentrifluconazole) 100.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.5,L/ha,35.0
REVYDAS,2230414,boscalide (Boscalid) 200.0 g/L | méfentrifluconazole (Mefentrifluconazole) 100.0 g/L,Tournesol*Trt Part.Aer.*Phoma (1),Autorisé,1.0,L/ha,
REVYDAS,2230414,boscalide (Boscalid) 200.0 g/L | méfentrifluconazole (Mefentrifluconazole) 100.0 g/L,Tournesol*Trt Part.Aer.*Phomopsis (1),Autorisé,1.0,L/ha,
REVYDAS,2230414,boscalide (Boscalid) 200.0 g/L | méfentrifluconazole (Mefentrifluconazole) 100.0 g/L,Tournesol*Trt Part.Aer.*Sclérotiniose,Autorisé,1.0,L/ha,
PICTOR ACTIVE,2200123,pyraclostrobine (Pyraclostrobin) 250.0 g/L | boscalide (Boscalid) 150.0 g/L,Tournesol*Trt Part.Aer.*Phoma (1),Autorisé,1.0,L/ha,
PICTOR ACTIVE,2200123,pyraclostrobine (Pyraclostrobin) 250.0 g/L | boscalide (Boscalid) 150.0 g/L,Tournesol*Trt Part.Aer.*Phomopsis (1),Autorisé,1.0,L/ha,
YANILA,2240297,méfentrifluconazole (Mefentrifluconazole) 50.0 g/L | prothioconazole (Prothioconazole) 95.0 g/L,Blé*Trt Part.Aer.*Fusarioses,Autorisé,1.5,L/ha,35.0
YANILA,2240297,méfentrifluconazole (Mefentrifluconazole) 50.0 g/L | prothioconazole (Prothioconazole) 95.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.5,L/ha,35.0
YANILA,2240297,méfentrifluconazole (Mefentrifluconazole) 50.0 g/L | prothioconazole (Prothioconazole) 95.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.5,L/ha,35.0
YANILA,2240297,méfentrifluconazole (Mefentrifluconazole) 50.0 g/L | prothioconazole (Prothioconazole) 95.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.5,L/ha,35.0
YANILA,2240297,méfentrifluconazole (Mefentrifluconazole) 50.0 g/L | prothioconazole (Prothioconazole) 95.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.5,L/ha,35.0
YANILA,2240297,méfentrifluconazole (Mefentrifluconazole) 50.0 g/L | prothioconazole (Prothioconazole) 95.0 g/L,Blé*Trt Part.Aer.*Fusariose à microdochium,Autorisé,1.5,L/ha,35.0
YANILA,2240297,méfentrifluconazole (Mefentrifluconazole) 50.0 g/L | prothioconazole (Prothioconazole) 95.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.5,L/ha,35.0
KARIKO,2240781,méfentrifluconazole (Mefentrifluconazole) 95.0 g/L,Blé*Trt Part.Aer.*Septoriose(s),Autorisé,1.5,L/ha,35.0
KARIKO,2240781,méfentrifluconazole (Mefentrifluconazole) 95.0 g/L,Orge*Trt Part.Aer.*Helminthosporiose et ramulariose,Autorisé,1.5,L/ha,35.0
KARIKO,2240781,méfentrifluconazole (Mefentrifluconazole) 95.0 g/L,Orge*Trt Part.Aer.*Rhynchosporiose,Autorisé,1.5,L/ha,35.0
KARIKO,2240781,méfentrifluconazole (Mefentrifluconazole) 95.0 g/L,Orge*Trt Part.Aer.*Rouille(s),Autorisé,1.5,L/ha,35.0
KARIKO,2240781,méfentrifluconazole (Mefentrifluconazole) 95.0 g/L,Blé*Trt Part.Aer.*Rouille(s),Autorisé,1.5,L/ha,35.0
STRATOS ULTRA,9000490,cycloxydime (Cycloxydim) 100.0 g/L,Tournesol*Désherbage,Autorisé,4.0,L/ha,
STRATOS ULTRA,9000490,cycloxydime (Cycloxydim) 100.0 g/L,Maïs*Désherbage,Autorisé,4.0,L/ha,
CYTHRINE MAX,2100026,cyperméthrine (Cypermethrin) 500.0 g/L,Maïs*Trt Part.Aer.*Chenilles phytophages,Autorisé,0.15,L/ha,
CYTHRINE MAX,2100026,cyperméthrine (Cypermethrin) 500.0 g/L,Maïs*Trt Part.Aer.*Pyrale(s) (1),Autorisé,0.15,L/ha,
FLORASTAR 50,2150130,florasulame (Florasulam) 50.0 g/L,Orge*Désherbage,Autorisé,75.0,mL/ha,
FLORASTAR 50,2150130,florasulame (Florasulam) 50.0 g/L,Orge*Désherbage,Autorisé,125.0,mL/ha,
FLORASTAR 50,2150130,florasulame (Florasulam) 50.0 g/L,Blé*Désherbage,Autorisé,75.0,mL/ha,
FLORASTAR 50,2150130,florasulame (Florasulam) 50.0 g/L,Blé*Désherbage,Autorisé,125.0,mL/ha,
FLORASTAR 50,2150130,florasulame (Florasulam) 50.0 g/L,Blé*Désherbage,Autorisé,125.0,mL/ha,
FLORASTAR 50,2150130,florasulame (Florasulam) 50.0 g/L,Orge*Désherbage,Autorisé,125.0,mL/ha,
FLORASTAR 50,2150130,florasulame (Florasulam) 50.0 g/L,Blé*Désherbage,Autorisé,125.0,mL/ha,
FLUROSTAR FORTE,2230675,fluroxypyr-méptyl (Fluroxypyr) 576.0 g/L,Blé*Désherbage,Autorisé,0.5,L/ha,
FLUROSTAR FORTE,2230675,fluroxypyr-méptyl (Fluroxypyr) 576.0 g/L,Orge*Désherbage,Autorisé,0.5,L/ha,
FLUROSTAR FORTE,2230675,fluroxypyr-méptyl (Fluroxypyr) 576.0 g/L,Maïs*Désherbage,Autorisé,0.28,L/ha,
INCELO,2211123,thiencarbazone-méthyl (Thiencarbazone) 15.0 g/kg | mésosulfuron-méthyl (Mesosulfuron) 45.0 g/kg | méfenpyr-diéthyl (Mefenpyr) 112.5 g/kg,Blé*Désherbage,Autorisé,333.0,g/ha,
VALMAX XTRA,2250822,aclonifène (Aclonifen) 500.0 g/L | diflufénican (Diflufenican) 100.0 g/L,Blé*Désherbage,Autorisé,1.2,L/ha,
VALMAX XTRA,2250822,aclonifène (Aclonifen) 500.0 g/L | diflufénican (Diflufenican) 100.0 g/L,Orge*Désherbage,Autorisé,1.2,L/ha,
